priref	name	name_rkd_matching	rkd_reconcile_match_score	rkd_uri	rkd_id_reconciliation	Aantal gelinkte records	digital_reference	gender	birth.date.start	birth.date.end	birth.place	death.date.start	death.date.end	death.place
13055	Canaletto	Canaletto	100.0	https://data.rkd.nl/artists/121243	121243	9		man	1697-10-18	1697-10-18	Venetië	1768-04-20	1768-04-20	Venetië
13057	Janssen, M.M.	Janssen, M.M.				1	https://rkd.nl/explore/artists/41884	man	1960-08-24T23:00:00Z	1960-08-24T23:00:00Z	Rijswijk ZH			
13059	Pieren, E.L.	Pieren, E.L.				1		man						
13060	Snel, J.E.	Snel, J.E.				37	https://rkd.nl/explore/artists/73644	vrouw	1946-05-26T22:00:00Z	1946-05-26T22:00:00Z	VUGHT			
13062	Kording, G.	Kording, G.				1	https://rkd.nl/explore/artists/90730	man	1911-08-08T23:00:00Z	1911-08-08T23:00:00Z	Den Haag	1977-09-21T23:00:00Z	1977-09-21T23:00:00Z	Den Haag
13064	Lehmann, B.B.	Lehmann, B.B.				49	 https://rkd.nl/explore/artists/49118	man	1946	1946				
13070	Schell, L.	Schell, L.				1		man						
13071	Anriques	Henriques, Francisco	60.87	https://data.rkd.nl/artists/37611	37611	1		onbekend						
13073	Molenaer, N.	Molenaer, N.				4		man		1630	Haarlem	1676-12-31	1676-12-31	Haarlem
13075	Marieschi, M.	Marieschi, M.				3	https://rkd.nl/explore/artists/52622	man	1710	1710	Venetië	1743	1743	Venetië
13077	Crul, J.	Crul, J.				1		man						
13081	Arntzenius, P.	Arntzenius, P.				11	https://rkd.nl/explore/artists/2569	man	1883-05-20	1883-05-20	Den Haag	1965-01-03T23:00:00Z	1965-01-03T23:00:00Z	Den Haag
13083	Hooft, G.A.A.M.	Hooft, G.A.A.M.				2	https://rkd.nl/explore/artists/39474	vrouw	1894-01-17	1894-01-17	Den Haag	1994-03-29T22:00:00Z	1994-03-29T22:00:00Z	Laren NH
13084	Schlee, J.J.	Schlee, J.J.				36	https://rkd.nl/explore/artists/70594	man	1948-02-03T23:00:00Z	1948-02-03T23:00:00Z	DORDRECHT			
13088	Koole & Roest	Koole & Roest				2		niet van toepassing						
13091	Verouden, R.A.	Verouden, René	100.0	https://data.rkd.nl/artists/80590	80590	6	https://rkd.nl/explore/artists/80590	man	1959-03-10T23:00:00Z	1959-03-10T23:00:00Z	Rotterdam			
13094	Vlieger, Simon Jacobsz. de	Vlieger, Simon de	100.0	https://data.rkd.nl/artists/81451	81451	10	https://rkd.nl/explore/artists/81451	man	1600	1600	Rotterdam	1653-03-13	1653-03-13	WEESP
13095	Göbel, H.W.C.	Göbel, H.W.C.				35	https://rkd.nl/explore/artists/32191	man	1941-03-28T22:00:00Z	1941-03-28T22:00:00Z	ASSEN			
13097	Schäufelein, H.L.	Schäufelein, H.L.				9	https://rkd.nl/explore/artists/70096	man	1480	1485	NEURENBERG	1538	1540	Nördlingen
13101	Wingen, E.J.L.H.	Wingen, E.J.L.H.				11	https://rkd.nl/explore/artists/84928	man	1906-09-07T23:00:00Z	1906-09-07T23:00:00Z	MAASTRICHT	1971-02-08T23:00:00Z	1971-02-08T23:00:00Z	Den Haag
13103	Berckheyde, Job	Berckheyde, Job	100.0	https://data.rkd.nl/artists/6744	6744	5	https://rkd.nl/explore/artists/6744	man	1630-01-27	1630-01-27	Haarlem	1693-11-23	1693-11-23	Haarlem
13106	Kirkeby, P.	Kirkeby, P.				1		man	1938-08-31T23:00:00Z	1938-08-31T23:00:00Z	KOPENHAGEN			
13107	Bouchardon, E.	Bouchardon, E.				1		man	1698	1698	Chaumont	1762	1762	PARIJS
13110	Zwilling J.A. Henckels	Zwilling J.A. Henckels				14		niet van toepassing	1731-06-13	1731-06-13	Solingen			
13111	Mosley, R.F.	Mosley, R.F.				1		man			Sheffield			
13113	Heyking, E. von	Heyking, E. von				1		vrouw	1861-12-10	1861-12-10	KARLSRUHE	1925-01-24T23:00:00Z	1925-01-24T23:00:00Z	BERLIJN
13114	Anstey, F.	Anstey, F.				1		man	1856-08-08	1856-08-08	LONDEN	1934-03-09T23:00:00Z	1934-03-09T23:00:00Z	
13115	Augustinus, A.	Augustinus, A.				1		man	354-11-13	354-11-13	Thagaste	430-08-28	430-08-28	Annaba
13116	Bardeleben , C.C.A. von	Bardeleben , C.C.A. von				1		man	1861-03-04	1861-03-04	BERLIJN	1924-01-30T23:00:00Z	1924-01-30T23:00:00Z	BERLIJN
13117	Beckford, W.T	Beckford, W.T				1		man	1760-10-01	1760-10-01	LONDEN	1844-05-02	1844-05-02	Lansdown Crescent
13118	Bilderdijk, W.	Bilderdijk, W.				2	https://rkd.nl/explore/artists/8403	man	1756-09-07	1756-09-07	Amsterdam	1831-12-18	1831-12-18	Haarlem
13119	Billroth, T.	Billroth, T.				1		man	1829-04-26	1829-04-26	Bergen auf Rügen	1894-02-06	1894-02-06	Opatija
13120	Bloy, L.	Bloy, L.				1		man	1846-07-11	1846-07-11	Périgueux	1917-11-02T23:00:00Z	1917-11-02T23:00:00Z	Bourg-la-Reine
13121	Breton, A.	Breton, A.				2	https://rkd.nl/explore/artists/12420	man	1896-02-19	1896-02-19	Tinchebray	1966-11-27T23:00:00Z	1966-11-27T23:00:00Z	PARIJS
13122	Busken Huet, C.	Busken Huet, C.				2		man	1826-12-28	1826-12-28	Den Haag	1886-05-01	1886-05-01	PARIJS
13123	Bijvanck, G.C.W.	Bijvanck, G.C.W.				1		man	1848-11-10	1848-11-10	Amsterdam	1925-12-05T23:00:00Z	1925-12-05T23:00:00Z	Den Haag
13124	Camp, M. Du	Camp, M. Du				1		man	1822-02-08	1822-02-08	PARIJS	1894-02-09	1894-02-09	Baden-Baden
13125	Cochrane, R.	Cochrane, R.				1		man						
13126	Costa Da, I.	Mendes da Costa, Jacob	41.67	https://data.rkd.nl/artists/55199	55199	1		man	1798-01-14	1798-01-14	Amsterdam	1860-04-28	1860-04-28	Amsterdam
13127	Couperus, L.M.A.	Couperus, L.M.A.				2	https://rkd.nl/explore/artists/108384	man	1863-06-10	1863-06-10	Den Haag	1923-07-15T23:00:00Z	1923-07-15T23:00:00Z	De Steeg
13128	Cremers, M.E.	Cremers, M.E.				1		vrouw	1874	1874	Amsterdam	1960	1960	
13129	Gabriel, D.	Orsay, Alfred comte d'	40.0	https://data.rkd.nl/artists/60970	60970	1		man						
13130	Dannenberg, R.	Dannenberg, R.				1		man						
13131	Alighieri, D.	Alighieri, D.				2		man	1265	1265	FLORENCE	1321	1321	Ravenna
13132	Daudet, L.M.A.	Daudet, L.M.A.				5		man	1840-05-13	1840-05-13	Nîmes	1879-05-17	1879-05-17	PARIJS
13133	Delvau, A.	Delvau, A.				1		man						
13134	Descartes, R.	Descartes, R.				1	https://rkd.nl/explore/artists/435090	man	1596-03-31	1596-03-31	La Haye en Touraine	1650-02-11	1650-02-11	STOCKHOLM
13135	Deyssel, L. van	Deyssel, L. van				12	https://rkd.nl/explore/artists/428997	man	1864-09-22	1864-09-22	Amsterdam	1952-01-25T23:00:00Z	1952-01-25T23:00:00Z	Haarlem
13136	Dickens, C.J.H.	Dickens, C.J.H.				15		man	1812-02-07	1812-02-07	Portsmouth	1870-06-09	1870-06-09	Gad's Hill Place
13137	Duhamel, G.	Duhamel, G.				1		man	1884-06-13	1884-06-13	PARIJS	1966-04-12T23:00:00Z	1966-04-12T23:00:00Z	Valmondois
13139	Eliot, G.	Eliot, G.				1		man	1819-11-22	1819-11-22	Nuneaton in Warwickshire	1880-12-22	1880-12-22	Highgate
13140	Euripides	Euripides				1		man						
13141	Galsworthy, J.	Galsworthy, J.				5		man	1867-08-14	1867-08-14	Kingston Hill	1933-01-30T23:00:00Z	1933-01-30T23:00:00Z	LONDEN
13142	Alberdingk Thijm, C.L.M.	Alberdingk Thijm, C.L.M.				1		vrouw	1848-11-29	1848-11-29	Amsterdam	1908-01-13T23:00:00Z	1908-01-13T23:00:00Z	HOOGERHEIDE
13143	Aletrino, A.	Aletrino, A.				1	https://rkd.nl/explore/artists/1057	man	1858-04-01	1858-04-01	Amsterdam	1916-01-16T23:00:00Z	1916-01-16T23:00:00Z	Chernex sur Montreux
13144	Booy,  H.T. de	Booy,  H.T. de				1		man	1898	1898		1976	1976	
13145	Bossert, A.	Bossert, A.				3		man	1832	1832		1922	1922	
13146	Braddon, M.E.	Braddon, M.E.				1		vrouw	1837-10-04	1837-10-04	LONDEN	1915-02-03T23:00:00Z	1915-02-03T23:00:00Z	Richmond
13147	Cervantes Saavedra, M. de	Cervantes Saavedra, M. de				1		man	1547-11-29	1547-11-29	Alcalá de Henares	1616-04-23	1616-04-23	MADRID
13148	Courbet,  G.	Courbet,  G.				1	https://rkd.nl/explore/artists/18743	man	1819-06-10	1819-06-10	Ornans	1877-12-31	1877-12-31	La Tour-de-Peilz
13149	Croll, D.	Croll, D.				1		man	1854	1854		1923	1923	
13150	Delzant, A.	Delzant, A.				1		man						
13151	Gustave, Z.	Gustave, Z.				1		man						
13152	Flaubert, G.	Flaubert, G.				4	https://rkd.nl/explore/artists/113292	man	1821-12-12	1821-12-12	Rouen	1880-05-08	1880-05-08	Canteleu
13153	Gautier, P.J.T.	Gautier, P.J.T.				5		man	1811-08-31	1811-08-31	Tarbes	1872-10-23	1872-10-23	Neuilly-sur-Seine
13154	Loti, P.	Loti, P.				1		man	1850-01-14	1850-01-14	Rochefort	1923-06-22T23:00:00Z	1923-06-22T23:00:00Z	Hendaye
13155	Glück,  G.	Glück,  G.				1		man	1871-04-06	1871-04-06	WENEN	1952-11-17T23:00:00Z	1952-11-17T23:00:00Z	Santa Monica
13156	Goncourt, E.L.A.H. de	Goncourt, E.L.A.H. de				31	https://rkd.nl/explore/artists/344443	man	1822-05-26	1822-05-26	Nancy	1896-07-16	1896-07-16	Draveil
13157	Hebbels	Hebbels				1		man						
13158	Hecker, W.A.	Hecker, W.A.				1		man	1817	1817		1909	1909	
13159	Hofker, G.J.	Hofker, G.J.				2		man	1864	1864		1945	1945	
13160	Hohenhausen, F. von	Hohenhausen, F. von				1		vrouw						
13161	Homeros	Homeros				2		man						
13162	Horatius	Paulijn, Horatius	70.0	https://data.rkd.nl/artists/62164	62164	2		man			Venusia			ROME
13163	Hubert, H.J.	Hubert, H.J.				1		man						
13164	Hunt, W.M.	Hunt, W.M.				2		man	1824	1824		1879	1879	
13165	Huret, J.	Huret, J.				1		man	1864	1864		1915	1915	
13166	Jouffroy, Th.	Jouffroy, Th.				1		man						
13167	Kapteyn, A.	Kapteyn, A.				1		man						
13168	Keats, J.	Keats, J.				1		man	1795-10-31	1795-10-31	LONDEN	1821-02-23	1821-02-23	ROME
13169	Erste Bayreuther Porzellanfabrik Walküre Siegmund	Erste Bayreuther Porzellanfabrik Walküre Siegmund				1		niet van toepassing	1890	1890	Bayreuth			
13170	Kempis, T. van	Kempis, T. van				1		man	1380	1380		1472-07-25	1472-07-25	ZWOLLE
13171	Rostand, E.E.A.	Rostand, E.E.A.				1		man	1868-04-01	1868-04-01	MARSEILLE	1918-12-01T23:00:00Z	1918-12-01T23:00:00Z	PARIJS
13172	Laforque, J.	Laforque, J.				3		man	1860	1860		1887	1887	
13173	Lautréamont, C. de	Lautréamont, C. de				1		man	1846-04-04	1846-04-04	URUGUAY	1870-11-24	1870-11-24	PARIJS
13174	Orivit	Orivit				8		niet van toepassing	1894	1894	Keulen-Ehrenfeld	1905	1905	
13175	Urania	Urania				1		niet van toepassing	1903-11-23T23:00:00Z	1903-11-23T23:00:00Z	MAASTRICHT	1910	1910	MAASTRICHT
13176	Meding, O.	Meding, O.				1		man						
13177	Lummel, H.J. van	Lummel, H.J. van				3		man	1815-11-19	1815-11-19	AMERSFOORT	1877-09-18	1877-09-18	
13178	Mallarmé, S.	Mallarmé, S.				1	https://rkd.nl/explore/artists/444401	man	1842-03-18	1842-03-18	PARIJS	1898-09-09	1898-09-09	Valvins
13179	Mendès, C.	Mendès, C.				2		man	1841	1841		1909	1909	
13180	Merz, P.	Merz, P.				1		man						
13182	Bremmer, H.P.	Bremmer, H.P.				1		man						
13183	Moore, G.A.	Moore, G.A.				1	https://rkd.nl/explore/artists/402094	man	1852	1852		1933	1933	
13184	Morèas, J.	Morèas, J.				2		man	1856-04-15	1856-04-15	ATHENE	1910-04-29T23:00:00Z	1910-04-29T23:00:00Z	Saint-Mandé
13185	Musset, A.L.C. de	Musset, A.L.C. de				4		man	1810-12-11	1810-12-11	PARIJS	1857-05-02	1857-05-02	PARIJS
13186	Nieuwenhuis, T.	Nieuwenhuis, T.				1		man						
13187	Oordt, A. van	Oordt, A. van				1		man	1865-02-19	1865-02-19	Dresden	1910-10-08T23:00:00Z	1910-10-08T23:00:00Z	BUSSUM
13188	Perk, J.F.H.	Perk, J.F.H.				2		man	1859-06-10	1859-06-10	DORDRECHT	1881-11-01	1881-11-01	Amsterdam
13189	Hearn, P.L.T.C.	Hearn, P.L.T.C.				1		man	1850	1850		1904	1904	
13190	Holme, C.	Holme, C.				1		man	1848	1848		1923	1923	
13191	Voss, J.H. von	Voss, J.H. von				3		man	1751	1751		1826	1826	
13193	Booy, H.T. de	Booy, H.T. de				1		man	1898	1898		1976	1976	
13194	Acosta, U.	Acosta, U.				1		man			PORTO	1640-04	1640-04	Amsterdam
13195	Jong, A.M. de	Jong, A.M. de				1		man						
13196	Juste, F.	Juste, F.				1		man						
13197	Kant, I.	Kant, I.				2	https://rkd.nl/explore/artists/447563	man	1724-04-22	1724-04-22	Königsberg, Pruisen (Kaliningrad) Rusland)	1804-02-12	1804-02-12	(Kaliningrad) Rusland
13198	Khayyam, O.	Khayyam, O.				1		man						
13200	Kleist, H.von	Kleist, H.von				1		man	1777-10-10	1777-10-10	(Frankfurt an der Ode	1811-11-21	1811-11-21	BERLIJN
13201	Kloos, W.J.T.	Kloos, W.J.T.				20	https://rkd.nl/explore/artists/447543	man	1859-05-06	1859-05-06	Amsterdam	1938-03-30T23:00:00Z	1938-03-30T23:00:00Z	Den Haag
13202	Bierbaum	Bierbaum				1		man						
13203	Lemonnier, C.	Lemonnier, C.				2		man	1844	1844	Elsene bij Brussel	1913	1913	
13204	Leopold, J.H.	Leopold, J.H.				1		man	1865-05-11	1865-05-11	'S-HERTOGENBOSCH	1925-06-20T23:00:00Z	1925-06-20T23:00:00Z	Rotterdam
13205	Maeterlinck, M.P.M.B.	Maeterlinck, M.P.M.B.				5		man	1862-08-29	1862-08-29	GENT	1949-05-05T22:00:00Z	1949-05-05T22:00:00Z	Nice
13206	Lévéque, C.	Lévéque, C.				1		man	1818	1818		1900	1900	
13207	Heine, C.J.H.	Heine, C.J.H.				1		man	1797-12-13	1797-12-13	DUSSELDORF	1856-02-17	1856-02-17	PARIJS
13208	Loosjes, A.	Loosjes, A.				1		man	1761	1761		1818	1818	
13209	Muther, R.	Muther, R.				1		man						
13210	Louwerse, P.	Louwerse, P.				1		man	1840-01-23	1840-01-23	Oost-Souburg	1908-08-19T23:00:00Z	1908-08-19T23:00:00Z	Den Haag
13211	Macfall, H.	Macfall, H.				2		man	1860	1860		1928	1928	
13212	Mann, T.	Mann, T.				1	https://rkd.nl/explore/artists/213126	man	1875-06-06	1875-06-06	LÜBECK	1955-08-11T23:00:00Z	1955-08-11T23:00:00Z	ZÜRICH
13213	Margueritte, P.	Margueritte, P.				1		man	1860	1860		1918	1918	
13215	Mirecourt, E. de	Mirecourt, E. de				1		man	1812	1812		1880	1880	
13216	Moerkerken, P.H. van	Moerkerken, P.H. van				1	https://rkd.nl/explore/artists/56507	man	1877-02-17	1877-02-17	Middenburg	1951-03-20T23:00:00Z	1951-03-20T23:00:00Z	Amsterdam
13217	Molière	Grandpré Molière, Marius Jan	41.38	https://data.rkd.nl/artists/33314	33314	1		man	1622-01-15	1622-01-15	PARIJS	1673-02-17	1673-02-17	PARIJS
13218	Mollema, J.C.	Mollema, J.C.	100.0	https://data.rkd.nl/artists/56735	56735	1		man	1881	1881		1946	1946	
13219	Moltzer, H.E.	Moltzer, H.E.				1		man						
13220	Murray, H.	Murray, H.	100.0	https://data.rkd.nl/artists/58572	58572	1		man						
13221	Multatuli	Multatuli				6		man	1820-03-02	1820-03-02	Amsterdam	1887-02-19	1887-02-19	Nieder-Ingelheim
13222	Netscher, F.C.J.	Netscher, F.C.J.				1		man	1864-04-30	1864-04-30	Den Haag	1923-11-18T23:00:00Z	1923-11-18T23:00:00Z	Haarlem
13223	Nietzsche, F.W.	Nietzsche, F.W.				2	https://rkd.nl/explore/artists/439285	man	1844-10-15	1844-10-15	Röcken	1900-08-24T23:00:00Z	1900-08-24T23:00:00Z	Weimar
13224	Nimpoeno, Raden S.	Nimpoeno, Raden S.				1		man						
13225	Nyst, R.	Nyst, R.				1		man						
13226	Pauwels, F.D.	Pauwels, F.D.				1		man	1888	1888		1966	1966	
13227	Plasschaert, A.C.A	Plasschaert, A.C.A				1		man	1874	1874	te Sas van Gent	1941	1941	
13228	Potgieter, E.J.	Potgieter, E.J.				2	https://rkd.nl/explore/artists/472199	man	1808-06-27	1808-06-27	ZWOLLE	1875-02-03	1875-02-03	Amsterdam
13229	Pottet, E.	Pottet, E.				1		man						
13230	Prins, Arij	Prins, Arij	100.0	https://data.rkd.nl/artists/110725	110725	1		man	1860-03-19	1860-03-19	SCHIEDAM	1922-05-02T23:00:00Z	1922-05-02T23:00:00Z	SCHIEDAM
13231	Raaf, K.H. de	Raaf, K.H. de				1		man	1871	1871		1948	1948	
13232	Rabelais, F.	Rabelais, F.				1		man			Chinon	1553-04-09	1553-04-09	PARIJS
13234	Sand, G.	Sand, G.				1	https://rkd.nl/explore/artists/69540	vrouw	1804-07-01	1804-07-01	Dupin, (Parijs)	1876-06-08	1876-06-08	Nohant
13235	Saint-Aubin,  Horace M. de	Saint-Aubin,  Horace M. de				7		man						
13236	Sauerlandt, M	Sauerlandt, M				1		man	1880	1880		1934	1934	
13237	Poe, E.A.	Poe, E.A.				1		man	1809-01-19	1809-01-19	Boston (Massachusetts)	1849-10-07	1849-10-07	Baltimore (Maryland)
13238	Oosting, J.	Oosting, J.				2		man						
13239	Preissig, V.	Preissig, V.				1		man						
13240	Régnier, H.F.J. de	Régnier, H.F.J. de				3		man	1864	1864		1936	1936	
13241	Renard, J.	Renard, Stephen J.	52.63	https://data.rkd.nl/artists/99226	99226	1		man	1864	1864		1910	1910	
13242	Reid	Jong, Reid Jelle de	100.0	https://data.rkd.nl/artists/42673	42673	1		man						
13243	Rothpletz,  F.A.	Rothpletz,  F.A.				1		man	1853	1853		1918	1918	
13244	Rochenoire,  J. de La	Rochenoire,  J. de La				1		man						
13245	Ruskin, J.	Ruskin, J.				1	https://rkd.nl/explore/artists/68928	man	1819-02-08	1819-02-08	LONDEN	1900-01-19T23:00:00Z	1900-01-19T23:00:00Z	Brantwoord (Lancashire)
13246	Sainte-Beuve, C.A.	Sainte-Beuve, C.A.				3		man	1804-12-23	1804-12-23	Boulogne-sur-Mer	1869-10-13	1869-10-13	PARIJS
13247	Séché, L.	Séché, L.				2		man	1804	1804		1914	1914	
13248	Montaigne, M.E. de	Montaigne, M.E. de				1		man	1533	1533		1592	1592	
13249	Schendel, A.F.E. van	Schendel, A.F.E. van				11		man			(Batavia NederlandsIndië) Indonesië	1946-09-10T22:00:00Z	1946-09-10T22:00:00Z	Amsterdam
13250	Schiller, J.C.F. von	Schiller, J.C.F. von				3	https://rkd.nl/explore/artists/326058	man	1759-11-10	1759-11-10	Marbach am Neckar	1805-05-09	1805-05-09	Weimar
13251	Schmidt-Degener, F.	Schmidt-Degener, F.				3	https://rkd.nl/explore/artists/358150	man	1881-12-10	1881-12-10	Rotterdam	1941-10-20T22:00:00Z	1941-10-20T22:00:00Z	Amsterdam
13252	Scribe, A.E.	Scribe, A.E.				1		man	1791-12-24	1791-12-24	PARIJS	1861-02-20	1861-02-20	PARIJS
13253	Sensier, A.	Sensier, A.				1		man	1815	1815		1877	1877	
13254	Shakespeare, W.	Shakespeare, W.				2		man	1564-04-23	1564-04-23	Stratford-upon-Avon	1616-04-23	1616-04-23	Stratford-upon-Avon
13255	Shaw, G.B.	Shaw, G.B.				1	https://rkd.nl/explore/artists/72224	man	1856-07-26	1856-07-26	(Dublin	1950-11-01T23:00:00Z	1950-11-01T23:00:00Z	Ayot Saint Lawrence
13256	Signac, P.	Signac, P.				1	https://rkd.nl/explore/artists/72519	man	1863-11-11	1863-11-11	PARIJS	1935-08-14T23:00:00Z	1935-08-14T23:00:00Z	PARIJS
13257	Six, J.	Six, J.				1	https://rkd.nl/explore/artists/438679	man	1857-02-02	1857-02-02	Amsterdam	1926-12-07T23:00:00Z	1926-12-07T23:00:00Z	Amsterdam
13258	Sophocles	Sophocles				1		man			Kolonos			ATHENE
13259	Spinoza, B. de	Spinoza, B. de				2		man	1632-11-24	1632-11-24	Amsterdam	1677-02-21	1677-02-21	Den Haag
13260	Stendhal, M.H.B.	Stendhal, M.H.B.				2	https://rkd.nl/explore/artists/439822	man	1783-01-23	1783-01-23	Grenoble	1842-03-23	1842-03-23	PARIJS
13261	Sterne, L.	Sterne, L.				3		man	1713-11-24	1713-11-24	Clommel, Tipperary	1768-03-18	1768-03-18	LONDEN
13262	Stüven, W.S.	Stüven, W.S.				1		man						
13263	Swarth, S.H.	Swarth, S.H.				2		vrouw	1859-10-25	1859-10-25	Amsterdam	1941-06-19T22:00:00Z	1941-06-19T22:00:00Z	VELP
13264	Sweet, H.	Sweet, Walter H.	50.0	https://data.rkd.nl/artists/76230	76230	1		man	1845-09-15	1845-09-15	LONDEN	1912-04-29T23:00:00Z	1912-04-29T23:00:00Z	Oxford
13265	Tak, P.L.	Tak, P.L.				1		man	1848-09-24	1848-09-24	MIDDELBURG	1907-08-25T23:00:00Z	1907-08-25T23:00:00Z	DOMBURG
13266	Taine, H.A.	Taine, H.A.				1	https://rkd.nl/explore/artists/444947	man	1828-04-21	1828-04-21	Ardennes	1893-03-05	1893-03-05	PARIJS
13267	Hamel, G.A. van	Hamel, G.A. van				1		man	1842-01-17	1842-01-17	Haarlem	1917-02-28T23:00:00Z	1917-02-28T23:00:00Z	Amsterdam
13268	Tarrasch, S.	Tarrasch, S.				2		man	1862-03-05	1862-03-05	Breslau	1934-02-06T23:00:00Z	1934-02-06T23:00:00Z	MUNCHEN
13269	Templar	Templar				1		niet van toepassing						
13270	Tolstoj, L.N.	Tolstoj, L.N.				7		man	1828-09-09	1828-09-09	landgoed Jasnaja Poljana	1910-11-19T23:00:00Z	1910-11-19T23:00:00Z	Astapowo
13271	Tourgueneff, I.	Tourgueneff, I.				1		man						
13272	Vallès, J.	Vallès, J.				2		man	1764	1764		1845	1845	
13273	Vallette, A.	Vallette, A.				1		man	1858	1858		1935	1935	
13274	Verhaeren, E.A.G.	Verhaeren, E.A.G.				1	https://rkd.nl/explore/artists/101752	man	1855-05-21	1855-05-21	Sint-Amands	1916-11-26T23:00:00Z	1916-11-26T23:00:00Z	Rouen
13275	Verlij, P.J.	Verlij, P.J.				1		man						
13276	Verwey, A.	Verwey, A.				4	https://rkd.nl/explore/artists/467130	man	1865-05-15	1865-05-15	Amsterdam	1937-03-07T23:00:00Z	1937-03-07T23:00:00Z	Noordwijk aan Zee
13277	Viollet-le-Duc, E.E	Viollet-le-Duc, E.E				1	https://rkd.nl/explore/artists/81183	man	1814-01-27	1814-01-27	PARIJS	1879-09-17	1879-09-17	Lausanne
13278	Vloten, G. van	Vloten, G. van				2		man	1866	1866		1903	1903	
13279	Vloten, J. van	Vloten, J. van				1		man			KAMPEN	1883-09-21	1883-09-21	Haarlem
13280	Voltaire	Voltaire	100.0	https://data.rkd.nl/artists/256309	256309	1	https://rkd.nl/explore/artists/256309	man	1694-11-21	1694-11-21	PARIJS	1778-05-30	1778-05-30	PARIJS
13281	Vondel, J. van den	Vondel, J. van den				1	https://rkd.nl/explore/artists/433739	man	1587-11-17	1587-11-17	KEULEN	1679-02-05	1679-02-05	Amsterdam
13282	Vosmaer, C.	Vosmaer, C.				4	https://rkd.nl/explore/artists/81957	man	1826-03-20	1826-03-20	Den Haag	1888-06-12	1888-06-12	Territet bij Montreux
13283	Vosz, H.H.	Vosz, H.H.				1		man						
13284	Vries, Matthias de	Vries, Matthias de				1	https://www.dbnl.org/auteurs/auteur.php?id=vrie042	man	1820	1820		1892	1892	
13285	Winkel, L.A. te	Winkel, L.A. te				1		man						
13286	Waddington, S.	Waddington, S.				1		man						
13287	Wesselingius, P.	Wesselingius, P.				1		man						
13288	Wet, C.R. de	Wet, C.R. de				1		man	1854-10-07	1854-10-07	Leeuwkop	1922-02-02T23:00:00Z	1922-02-02T23:00:00Z	Klipfontein
13289	Wilde, O.F.O.W.	Wilde, O.F.O.W.				1	https://rkd.nl/explore/artists/424341	man	1854-10-16	1854-10-16	DUBLIN	1900-11-29T23:00:00Z	1900-11-29T23:00:00Z	PARIJS
13290	Woestijne, K. van de	Woestijne, K. van de				2		man	1878-03-10	1878-03-10	GENT	1929-08-23T23:00:00Z	1929-08-23T23:00:00Z	Zwijnaarde
13291	Wolf, J.	Wolf, Samuel J.	42.86	https://data.rkd.nl/artists/103097	103097	1		man	1862	1862		1937	1937	
13292	Bekker-Wolff, E.	Bekker-Wolff, E.				4		vrouw	1738-07-24	1738-07-24	VLISSINGEN	1804-11-05	1804-11-05	Den Haag
13293	Deken, A.	Deken, A.				4		vrouw	1741	1741	Nieuwer-Amstel	1804-11-14	1804-11-14	Den Haag
13294	Vorsterman van Oyen, A.A.	Vorsterman van Oyen, A.A.				1		man	1845-08-06	1845-08-06	MOERGESTEL	1912-08-25T23:00:00Z	1912-08-25T23:00:00Z	MAARSSEN
13295	Maanen, J.F. van	Maanen, J.F. van				1		man						
13296	Mendes da Costa, M.B.	Mendes da Costa, M.B.				1		man	1851	1851		1938	1938	
13297	Zürcher, J.	Zürcher, J.				1		man						
13299	Oskam, J.	Oskam, J.				6		man	1949	1949	SCHOONHOVEN			
13300	Carrión, U.	Carrión, U.				16		man	1941-01-27T22:00:00Z	1941-01-27T22:00:00Z	Mexico	1989-09-05T22:00:00Z	1989-09-05T22:00:00Z	Amsterdam
13301	Jolly, H.J.B.	Jolly, H.J.B.				3	https://rkd.nl/explore/artists/42485	man	1812-07-21	1812-07-21	ANTWERPEN	1853-01-09	1853-01-09	Den Haag
13304	Philips Gloeilampenfabrieken NV	Philips Gloeilampenfabrieken NV				8		niet van toepassing	1891	1891	EINDHOVEN			
13307	Schilperoort, C.	Schilperoort, C.				2		man	1881-12-11	1881-12-11		1950	1950	
13310	Makkes, J.W.	Makkes, J.W.				1	https://rkd.nl/explore/artists/52080	man	1935-06-16T23:00:00Z	1935-06-16T23:00:00Z	Amsterdam	1999-01-12T23:00:00Z	1999-01-12T23:00:00Z	Heemstede
13311	Manheer, G.	Manheer, G.				1		man						
13312	Knikker, A.	Knikker, A.				3	https://rkd.nl/explore/artists/45061	man	1887-08-10	1887-08-10	Haarlem	1962-10-04T23:00:00Z	1962-10-04T23:00:00Z	Den Haag
13313	Kollektief Abelman/Klein Leugemors	Kollektief Abelman/Klein Leugemors				24		man						
