priref	name	name_rkd_matching	rkd_reconcile_match_score	rkd_uri	rkd_id_reconciliation	Aantal gelinkte records	digital_reference	gender	birth.date.start	birth.date.end	birth.place	death.date.start	death.date.end	death.place
28398	Huysmans, Frans	Huysmans, Frans	100.0	https://data.rkd.nl/artists/40835	40835	10	https://rkd.nl/explore/artists/40835	man	1885-09-09	1885-09-09	UTRECHT	1954-06-24T23:00:00Z	1954-06-24T23:00:00Z	ERMELO
28399	Blotkamp, C.H.	Blotkamp, C.H.				4		man	1945-03-04T23:00:00Z	1945-03-04T23:00:00Z				
28401	Hamel, W.	Hamel, W.				31	https://rkd.nl/explore/artists/35610	man	1912-12-24T23:00:00Z	1912-12-24T23:00:00Z	Amsterdam			
28404	Mesdag, H.W.	Mesdag, H.W.				30	https://rkd.nl/explore/artists/55468	man	1831-02-23	1831-02-23	GRONINGEN	1915-07-09T23:00:00Z	1915-07-09T23:00:00Z	Den Haag
28405	Blanckerhoff, J.T.	Blanckerhoff, J.T.				2		man	1628	1628	ALKMAAR	1669	1669	Amsterdam
28416	Colton, A.J.	Colton, A.J.				5	https://rkd.nl/explore/artists/17846	man	1957-04-20T23:00:00Z	1957-04-20T23:00:00Z	Manchester			
28418	Mobach, J.	Mobach, J.				3	https://rkd.nl/explore/artists/93000	man	1933-08-30T23:00:00Z	1933-08-30T23:00:00Z	UTRECHT	2003-03-15T23:00:00Z	2003-03-15T23:00:00Z	
28420	Nederlands Textielmuseum	Nederlands Textielmuseum				18		niet van toepassing						
28432	Nieuwenhuize, F. van	Nieuwenhuize, F. van				1		man						
28436	Zoetendaal, P. van	Zoetendaal, P. van				6	https://rkd.nl/explore/artists/86495	man	1945-02-23T23:00:00Z	1945-02-23T23:00:00Z	Den Haag			
28438	Bruyn	Bruyn	100.0	https://data.rkd.nl/artists/475256	475256	1		onbekend						
28440	Louwerse, J.A.	Louwerse, J.A.				2	https://rkd.nl/explore/artists/51048	man	1882-03-24	1882-03-24	Den Haag			
28441	Barends, W.G.H.	Barends, W.G.H.				1		man						
28443	Both, P. (II)	Both, P. (II)				1		man						
28444	Bloeme, H.A. de	Bloeme, H.A. de				2	https://rkd.nl/explore/artists/9126	man	1802-09-17	1802-09-17	Den Haag	1867-10-03	1867-10-03	Den Haag
28445	Mentzel, V.S.	Mentzel, V.S.				12	https://rkd.nl/explore/artists/55296	man	1945-09-27T22:00:00Z	1945-09-27T22:00:00Z	Hoogkarspel			
28446	Toulan, H.	Toulan, H.				1		onbekend						
28447	Wiegman, S.	Wiegman, S.				5		man						
28448	Dikkenboer, Daniël den	Dikkenboer, Daniël den	100.0	https://data.rkd.nl/artists/23152	23152	398	https://rkd.nl/explore/artists/23152	man	1918-09-15T22:00:00Z	1918-09-15T22:00:00Z	Rotterdam	1979-11-26T23:00:00Z	1979-11-26T23:00:00Z	Rotterdam
28449	Strooker, C.N.	Strooker, C.N.				59	https://rkd.nl/explore/artists/75809	man	1936-02-20T23:00:00Z	1936-02-20T23:00:00Z	Bergen  NH			
28452	Worker	Art Worker's Coalition	41.67	https://data.rkd.nl/artists/395727	395727	1		niet van toepassing						
28455	Franciscus, Frans	Franciscus, Frans	100.0	https://data.rkd.nl/artists/28971	28971	1		man	1959-04-26T23:00:00Z	1959-04-26T23:00:00Z	UTRECHT			
28456	Doorn, M.J. van	Doorn, M.J. van				11	https://rkd.nl/explore/artists/23841	man	1905-06-01T23:00:00Z	1905-06-01T23:00:00Z	Padang	1940-05-16T22:00:00Z	1940-05-16T22:00:00Z	BRUSSEL
28457	Roger, L.	Servais, Roger L.	58.82	https://data.rkd.nl/artists/329180	329180	4		man						
28458	Wegewaert, H.	Wegewaert, H.				2		man						
28460	Malmesi, M.G.P.	Malmesi, M.G.P.				1		man	1878-10-31	1878-10-31	Forlì	1932-05-17T23:00:00Z	1932-05-17T23:00:00Z	Den Haag
28467	Vis, C.	Vis, C.				28	https://rkd.nl/explore/artists/81199	man	1926-10-21T23:00:00Z	1926-10-21T23:00:00Z	ZAANDIJK	2012-07-20T22:00:00Z	2012-07-20T22:00:00Z	
28470	Oderkerk, O.	Oderkerk, O.				118	https://rkd.nl/explore/artists/94098	vrouw	1924-12-08T23:00:00Z	1924-12-08T23:00:00Z	Rotterdam	1987-10-14T23:00:00Z	1987-10-14T23:00:00Z	Rotterdam
28471	Vlijmen, J.A. van	Vlijmen, J.A. van				166	https://rkd.nl/explore/artists/81508	man	1909-07-14T23:00:00Z	1909-07-14T23:00:00Z	Rotterdam	1989-06-08T22:00:00Z	1989-06-08T22:00:00Z	Rotterdam
28474	Levigne, R.H.E.	Levigne, R.H.E.				15	https://rkd.nl/explore/artists/49755	man	1938-01-15T23:00:00Z	1938-01-15T23:00:00Z	MAASTRICHT	1999	1999	
28475	Kerkhoff, D.J.T.	Kerkhoff, D.J.T.				2		man		1766-02-05	Amsterdam	1821-03-05	1821-03-05	Amsterdam
28481	Miele & Co.,Würtembergische Metall.Fabr.	Miele & Co.,Würtembergische Metall.Fabr.				7		niet van toepassing						
28483	Altink, J.	Altink, J.				22	https://rkd.nl/explore/artists/1393	man	1885-10-21	1885-10-21	GRONINGEN	1971-12-05T23:00:00Z	1971-12-05T23:00:00Z	GRONINGEN
28485	Tongeren, H. van	Tongeren, H. van				103	https://rkd.nl/explore/artists/77828	man	1933-04-09T23:00:00Z	1933-04-09T23:00:00Z	Heemstede			
28494	Gardner	Cox, Gardner	80.0	https://data.rkd.nl/artists/104170	104170	1		niet van toepassing						
28497	Steelink, W.	Steelink, W.				4	https://rkd.nl/explore/artists/74796	man	1856-07-16	1856-07-16	Amsterdam	1928-11-26T23:00:00Z	1928-11-26T23:00:00Z	VOORBURG
28501	Peeters, M.	Peeters, M.				69	https://rkd.nl/explore/artists/62379	vrouw	1936-05-24T23:00:00Z	1936-05-24T23:00:00Z				
28504	Lemmens, P.	Lemmens, P.				1		man						
28505	Krabbe en Zoon	Krabbe en Zoon				3		niet van toepassing						
28506	Sphinx, N.V. Koninklijke	Sphinx, N.V. Koninklijke	100.0	https://data.rkd.nl/artists/418918	418918	9		niet van toepassing	1960	1960				
28511	Budd & Co., James	Budd & Co., James				1		niet van toepassing						
28514	Bill, M.	Bill, M.				7	https://rkd.nl/explore/artists/8423	man	1908-12-21T23:00:00Z	1908-12-21T23:00:00Z	Winterthur	1994-12-08T23:00:00Z	1994-12-08T23:00:00Z	BERLIJN
28515	Visser, E.J.	Visser, E.J.				65	https://rkd.nl/explore/artists/81260	man	1934-04-06T23:00:00Z	1934-04-06T23:00:00Z	Princenhage			
28516	Valk-Frigge, C.M. de	Valk-Frigge, C.M. de				2		vrouw	1943-11-10T23:00:00Z	1943-11-10T23:00:00Z	Rotterdam			
28518	Dulfer-Hulleman, A.A.G.	Dulfer-Hulleman, A.A.G.				29	https://rkd.nl/explore/artists/24719	vrouw	1946-05-01T22:00:00Z	1946-05-01T22:00:00Z	Voorburg ZH			
28519	Wittenrood, P.A.	Wittenrood, P.A.				61	https://rkd.nl/explore/artists/85203	vrouw	1948-07-11T22:00:00Z	1948-07-11T22:00:00Z	BENNEKOM			
28520	Hoffmann, A.F.C.	Hofmann, Antoine Franciscus Cornelis	100.0	https://data.rkd.nl/artists/279455	279455	1	https://rkd.nl/explore/artists/279455	man	1822-11-07	1822-11-07	Den Haag	1889-01-01	1889-01-01	ZWOLLE
28521	Ostendorfer, M.	Ostendorfer, M.				2	https://rkd.nl/explore/artists/61087	man	1490	1490		1559-12-14	1559-12-14	Regensburg
28524	Bayer, H.	Bayer, H.				2	https://rkd.nl/explore/artists/5237	man	1900-04-04T23:00:00Z	1900-04-04T23:00:00Z		1985-09-29T23:00:00Z	1985-09-29T23:00:00Z	
28525	Principle, P.	Principle, P.				2		man	1954	1954	Verenigde Staten			
28526	Verberkmoes, H.P.J.	Verberkmoes, H.P.J.				1	https://rkd.nl/explore/artists/80071	man	1923-06-30T23:00:00Z	1923-06-30T23:00:00Z	BERGEN OP ZOOM	2003-01-19T23:00:00Z	2003-01-19T23:00:00Z	
28527	Vunderink, I.P. (1935-05-09)	Vunderink, I.P. (1935-05-09)				13	https://rkd.nl/explore/artists/82285	man	1935-05-08T23:00:00Z	1935-05-08T23:00:00Z	AMSTELVEEN	2021-07-21T22:00:00Z	2021-07-21T22:00:00Z	
28528	Tol, J.J.M. van	Tol, J.J.M. van	100.0	https://data.rkd.nl/artists/77740	77740	24	https://rkd.nl/explore/artists/77744	man	1943-10-06T23:00:00Z	1943-10-06T23:00:00Z	Voorschoten			
28530	Durand	Durand, Rob	76.92	https://data.rkd.nl/artists/413499	413499	1		man						
28532	Molenkamp, N.F.	Molenkamp, N.F.				23	https://rkd.nl/explore/artists/56673	man	1920-12-05T23:00:00Z	1920-12-05T23:00:00Z	ENSCHEDE	1998-05-04T22:00:00Z	1998-05-04T22:00:00Z	TILBURG
28533	Lunenburg, H. van	Lunenburg, H. van				76		man	1947	1947				
28534	Luurtsema, G.E.	Luurtsema, G.E.				15		man						
28537	Garfou, L.V.	Garfou, L.V.				1		onbekend						
28540	Hazenbroek, J.M.	Hazenbroek, J.M.				83	https://rkd.nl/explore/artists/36715	man	1929-06-29T23:00:00Z	1929-06-29T23:00:00Z	Rotterdam			
28542	Mossou, F.J.C.	Mossou, F.J.C.				360	https://rkd.nl/explore/artists/57979	man	1936-01-23T23:00:00Z	1936-01-23T23:00:00Z	VUGHT			
28543	Roos, De	Blotkamp, Hoos	71.43	https://data.rkd.nl/artists/452524	452524	8		niet van toepassing			DELFT			DELFT
28545	Arnhemsche Fayencefabriek, N.V.	Arnhemsche Fayencefabriek, N.V.	100.0	https://data.rkd.nl/artists/2511	2511	1174	https://rkd.nl/explore/artists/2511	niet van toepassing	1907	1907	ARNHEM	1946	1946	ARNHEM
28547	Saint-Porchaire	Saint-Porchaire				1		niet van toepassing		1542	Frankrijk			
28549	Janson, P.	Janson, P.				1	https://rkd.nl/explore/artists/41842	man	1765-04-17	1765-04-17	DEN BOSCH	1851-06-27	1851-06-27	ARNHEM
28550	Schenkel, J.J.	Schenkel, J.J.				1	https://rkd.nl/explore/artists/70350	man	1829-02-07	1829-02-07	Amsterdam	1900-07-15T23:00:00Z	1900-07-15T23:00:00Z	Amsterdam
28551	Vet, H. van der	Vet, Henk van der (Van der Vet)	50.0	https://data.rkd.nl/artists/37532	37532	4	https://rkd.nl/explore/artists/80811	man	1916-08-05T22:00:00Z	1916-08-05T22:00:00Z	Leiden			
28554	Campert, R.W.	Campert, R.W.				5		man	1928-07-27T23:00:00Z	1928-07-27T23:00:00Z	Den Haag			
28556	Keijzer, A. de	Keijzer, A. de				3	https://rkd.nl/explore/artists/43735	man	1923-04-16T23:00:00Z	1923-04-16T23:00:00Z	Arkel			
28557	Kuik, W.D.	Kuik, W.D.				26	https://rkd.nl/explore/artists/46783	vrouw	1929-10-06T23:00:00Z	1929-10-06T23:00:00Z	UTRECHT			
28559	Reede, J. van	Reede, J. van				135	https://rkd.nl/explore/artists/65909	man	1921-04-27T23:00:00Z	1921-04-27T23:00:00Z	Rotterdam	2016	2016	Rotterdam
28562	Millares, M.	Millares, M.				1		man	1926	1926	Tenerife	1972-08-13T23:00:00Z	1972-08-13T23:00:00Z	MADRID
28563	Vredegoor, A.W.	Vredegoor, A.W.				2	https://rkd.nl/explore/artists/82010	man	1956-09-08T23:00:00Z	1956-09-08T23:00:00Z	Deventer			
28564	Geelen, C. van	Geelen, C. van				4	https://rkd.nl/explore/artists/30589	man	1755-08-19	1755-08-19	UTRECHT	1824-08-01	1824-08-01	UTRECHT
28566	Streeck, Hendrick van	Streek, Hendrik van	100.0	https://data.rkd.nl/artists/75694	75694	2		man	1659-04-11	1659-04-11	Amsterdam	1719		Amsterdam (?)
28568	Doornbosch, M.	Doornbosch, M.				2		man						
28571	Pemmelaar, L.	Pemmelaar, L.				41	https://rkd.nl/explore/artists/62505	man	1942-09-29T22:00:00Z	1942-09-29T22:00:00Z	Rotterdam	1997-12-14T23:00:00Z	1997-12-14T23:00:00Z	LEEUWARDEN
28574	Vries, M.B.H.A.K. de	Vries, M.B.H.A.K. de				25	https://rkd.nl/explore/artists/82104	vrouw	1942-01-03T22:00:00Z	1942-01-03T22:00:00Z	EINDHOVEN	2006-01-09T23:00:00Z	2006-01-09T23:00:00Z	Amsterdam
28577	Molenaer, Jan Miense	Molenaer, Jan Miense	100.0	https://data.rkd.nl/artists/56664	56664	10	https://rkd.nl/explore/artists/56664	man	1609	1610	Haarlem (?)	1668-09-15	1668-09-19	Haarlem
28581	Kalshoven, W.C.	Kalshoven, W.C.				11	https://rkd.nl/explore/artists/43324	man	1907-02-06T23:00:00Z	1907-02-06T23:00:00Z	Amsterdam	1966-05-09T23:00:00Z	1966-05-09T23:00:00Z	APELDOORN
28582	Brasser, A.M.	Brasser, A.M.				41	https://rkd.nl/explore/artists/12146	man	1944-05-10T22:00:00Z	1944-05-10T22:00:00Z	Haarlem			
28586	Pellanders, M.A.	Pellanders, M.A.				2	https://rkd.nl/explore/artists/62447	man	1951-12-30T23:00:00Z	1951-12-30T23:00:00Z	Wormerveer			
28587	Wildschut, G.P.W.	Wildschut, G.P.W.				6	https://rkd.nl/explore/artists/84511	man	1883-02-23	1883-02-23	Amsterdam	1966-10-01T23:00:00Z	1966-10-01T23:00:00Z	Laren NH
28589	Strzeminski, W.	Strzeminski, W.				1	https://rkd.nl/explore/artists/75871	man	1893-11-21	1893-11-21	Minsk	1952-12-25T23:00:00Z	1952-12-25T23:00:00Z	Lódz
28593	Staveren, J.A. van	Staveren, J.A. van				4		man	1625	1625	Leiden	1668	1668	Leiden
28594	Tutundjian, L.	Tutundjian, L.				20		man						
28595	Ravenstein, N. van	Ravenstein, N. van				21	https://rkd.nl/explore/artists/65744	man	1947	1947	Amsterdam			
28598	Zanden, E. van	Zanden, E. van				397	https://rkd.nl/explore/artists/86105	man	1903-11-28T23:00:00Z	1903-11-28T23:00:00Z	Rotterdam	1997	1997	
28600	Roosenburg, J.M.	Roosenburg, J.M.				3	https://rkd.nl/explore/artists/68104	man	1916-07-08T22:00:00Z	1916-07-08T22:00:00Z	Den Haag	2004-07-14T22:00:00Z	2004-07-14T22:00:00Z	Eijsden
28601	Mignot, M.G.	Mignot, M.G.				4	https://rkd.nl/explore/artists/314823	man	1891-02-28	1891-02-28	Buxeuil	1975	1975	Villiers-le-Bel
28602	Amstelhoek, Aardewerkfabriek	Amstelhoek, Aardewerkfabriek				11	https://rkd.nl/explore/artists/1588	niet van toepassing	1897	1897	Amsterdam	1910	1910	Amsterdam
28603	Clavin, H.	Clavin, H.				7		man	1946	1946	IJMUIDEN			
28604	Bos, W. (1906-1974)	Bos, W. (1906-1974)				1	https://rkd.nl/explore/artists/10974	man	1906-02-11T23:00:00Z	1906-02-11T23:00:00Z	Rotterdam	1974-01-21T23:00:00Z	1974-01-21T23:00:00Z	Den Haag
28605	Kroon, Porceleinfabriek De	Kroon, Porceleinfabriek De	100.0	https://data.rkd.nl/artists/294784	294784	1		niet van toepassing	1906	1906	NOORDWIJK	1910	1910	NOORDWIJK
28607	Dobbelsteen, J.A.G.M. van den	Dobbelsteen, J.A.G.M. van den				12	https://rkd.nl/explore/artists/23375	man	1954-09-27T23:00:00Z	1954-09-27T23:00:00Z	WAALRE			
28611	Groen, M.R.	Groen, M.R.				137	https://rkd.nl/explore/artists/33958	vrouw	1941-04-29T22:00:00Z	1941-04-29T22:00:00Z	Rotterdam			
28613	Ariëns, Catrien	Ariëns, Catrien	100.0	https://data.rkd.nl/artists/2406	2406	2	https://rkd.nl/explore/artists/2406	vrouw	1944-12-07T23:00:00Z	1944-12-07T23:00:00Z	VUGHT			
28614	Heijster, T.	Heijster, T.				2		vrouw						
28615	Roberti, J.H.E.	Roberti, J.H.E.				1	https://rkd.nl/explore/artists/336368	man	1864-06-10	1864-06-10	UTRECHT	1909-10-22T23:00:00Z	1909-10-22T23:00:00Z	DE BILT
28618	Crama, N.	Crama, N.				1		man	1935	1935	Leiden			
28620	Verhulst-Kracht, Y.C.J.	Verhulst-Kracht, Y.C.J.				150	https://rkd.nl/explore/artists/46201	vrouw	1931-01-06T23:00:00Z	1931-01-06T23:00:00Z	Rotterdam			
28621	Glas, B.J.	Glas, B.J.				16	https://rkd.nl/explore/artists/32060	man	1945-02-16T23:00:00Z	1945-02-16T23:00:00Z	Haarlem			
28623	Monogrammist J.H.S.	Monogrammist J.H.S.				1		onbekend						
28624	Jansen, J. (1876-09-28)	Jansen, J. (1876-09-28)				1	https://rkd.nl/explore/artists/41753	man	1876-09-28	1876-09-28		1958-02-19T23:00:00Z	1958-02-19T23:00:00Z	
28626	Qoqo, Roel	QoQo, Roel	100.0	https://data.rkd.nl/artists/96158	96158	1	https://rkd.nl/explore/artists/96158	man	1951-01-26T23:00:00Z	1951-01-26T23:00:00Z	ANTWERPEN	2016-08-31T22:00:00Z	2016-08-31T22:00:00Z	
28627	Binoit, P.	Binoit, P.				1		man			KEULEN			
28629	Veen, G. van der	Veen, G. van der				18		vrouw	1936-09-11T23:00:00Z	1936-09-11T23:00:00Z	Amsterdam	2008-07-08T22:00:00Z	2008-07-08T22:00:00Z	Amsterdam
28630	Meijer, J. (1927-12-13)	Meijer, J. (1927-12-13)				2	https://rkd.nl/explore/artists/54947	man	1927-12-12T23:00:00Z	1927-12-12T23:00:00Z	ASSEN	1995	1995	
28631	Soerink	Soerink, Lars	75.0	https://data.rkd.nl/artists/422745	422745	9	https://rkd.nl/explore/artists/73749	man	1924-07-12T23:00:00Z	1924-07-12T23:00:00Z	UTRECHT	1999	1999	
28634	Jacobsz., L.	Jacobsz., L.				1		man	1598	1598	Amsterdam	1636	1636	LEEUWARDEN
28635	Royé	Royé, Ab	75.0	https://data.rkd.nl/artists/68682	68682	31		man	1926	1927				
28636	Liender, P. van	Liender, P. van				2	https://rkd.nl/explore/artists/49966	man	1731-09-25	1731-09-25	UTRECHT	1797-05-26	1797-05-26	Haarlem
28637	Dixon & Sons, J.	Dixon & Sons, J.				4		niet van toepassing						
28638	Brand, D.I.	Brand, D.I.				28		vrouw	1955-10-11T23:00:00Z	1955-10-11T23:00:00Z	UTRECHT			
28639	Mes, H. (1936-11-30)	Mes, H. (1936-11-30)				74	https://rkd.nl/explore/artists/55456	vrouw	1936-11-29T23:00:00Z	1936-11-29T23:00:00Z	KOOG AAN DE ZAAN			
28640	Marburg & Sohne, Louis	Marburg & Sohne, Louis				1		niet van toepassing						
28642	Gillis, N.	Gillis, N.				1		man		1601		1628		
28646	Schröder, A.	Schröder, A.				4		man						
28649	Kerssies, G.	Kerssies, G.				26	https://rkd.nl/explore/artists/44058	man	1948-03-12T23:00:00Z	1948-03-12T23:00:00Z	ENSCHEDE			
28650	Hiethaar, Zwaantina Theodora Johanna	Hiethaar, Dorian	100.0	https://data.rkd.nl/artists/38365	38365	41	https://rkd.nl/explore/artists/38365	vrouw	1951-08-26T23:00:00Z	1951-08-26T23:00:00Z	GORSSEL			
28651	Bonger, P.	Bonger, P.				6	https://rkd.nl/explore/artists/10335	man	1949-10-15T23:00:00Z	1949-10-15T23:00:00Z	ARNHEM			
28653	Enthoven, A.C.C.	Enthoven, A.C.C.				7	https://rkd.nl/explore/artists/26407	vrouw	1908-07-26T23:00:00Z	1908-07-26T23:00:00Z	Amsterdam	1990-12-24T23:00:00Z	1990-12-24T23:00:00Z	Amsterdam
28656	Röling, M.M.	Röling, M.M.				19	https://rkd.nl/explore/artists/67596	vrouw	1939-12-15T23:00:00Z	1939-12-15T23:00:00Z	Laren NH			
28663	Deventer, W.A. van	Deventer, W.A. van				6	https://rkd.nl/explore/artists/22375	man	1824-06-30	1824-06-30	Den Haag	1893-05-27	1893-05-27	Den Haag
28667	Gruson, E.M.A.	Gruson, E.M.A.				1	https://rkd.nl/explore/artists/34352	vrouw	1960-12-28T23:00:00Z	1960-12-28T23:00:00Z	Jutphaas			
28668	Stapel, D.S.	Stapel, D.S.				3	https://rkd.nl/explore/artists/74696	man	1942-08-09T22:00:00Z	1942-08-09T22:00:00Z	Den Haag			
28669	Smits, A.P.	Smits, A.P.				2		man	1881	1881		1962	1962	
28672	Schothorst, W. van	Schothorst, W. van				1	https://rkd.nl/explore/artists/71062	man	1935-08-15T23:00:00Z	1935-08-15T23:00:00Z				
28674	Nobilis	Nobilis				1		niet van toepassing						
28675	Kloosterman, W.	Kloosterman, W.				163	https://rkd.nl/explore/artists/44906	man	1947-10-12T23:00:00Z	1947-10-12T23:00:00Z	LEIDSCHENDAM			
28678	Weijden, A.A. van der	Weijden, A.A. van der				23	https://rkd.nl/explore/artists/83372	man	1910-06-06T23:00:00Z	1910-06-06T23:00:00Z	Oudenrijn	1971-08-13T23:00:00Z	1971-08-13T23:00:00Z	Minden
28680	Tieman, H.J.	Tieman, H.J.				6	https://rkd.nl/explore/artists/77443	man	1921-08-14T23:00:00Z	1921-08-14T23:00:00Z	Den Haag	1995	1995	BERKEL EN RODENRIJS
28683	Mourot, J.F.M.	Mourot, J.F.M.				5	https://rkd.nl/explore/artists/58061	man	1803-10-11	1803-10-11	Metz	1847-06-27	1847-06-27	UTRECHT
28684	Salden, H.O.M.	Salden, H.O.M.				3	https://rkd.nl/explore/artists/69354	man	1910-02-19T23:00:00Z	1910-02-19T23:00:00Z	Essen	1996-01-01T23:00:00Z	1996-01-01T23:00:00Z	Amsterdam
28687	Gerrits, Dik	Gerrits, Dik	100.0	https://data.rkd.nl/artists/31119	31119	74	https://rkd.nl/explore/artists/31119	man	1929-08-02T23:00:00Z	1929-08-02T23:00:00Z		2004-03-26T23:00:00Z	2004-03-26T23:00:00Z	
28693	Jong, G. de (1886-03-08)	Jong, G. de (1886-03-08)				8	https://rkd.nl/explore/artists/42618	man	1886-03-08	1886-03-08	Sint Jacobiparochie	1967-04-10T23:00:00Z	1967-04-10T23:00:00Z	OVERVEEN
28695	Tarlo, I.	Tarlo, I.				1		man	1949	1949	Jaffa			
28696	Kaldenbach, J.A.	Kaldenbach, J.A.				2		man		1760-01-22	ZUTPHEN	1818-04-29	1818-04-29	ZUTPHEN
28697	Abbing, F.H.	Abbing, F.H.				7	https://rkd.nl/explore/artists/134	man	1901-05-07T23:00:00Z	1901-05-07T23:00:00Z	TETERINGEN	1955-08-11T23:00:00Z	1955-08-11T23:00:00Z	Amsterdam
28701	Wiemer, H.	Wiemer, H.				1		vrouw	1950	1950	LEEUWARDEN			
28702	Langendorff, C.J.M.	Langendorff, C.J.M.				8	https://rkd.nl/explore/artists/47936	man	1948-07-30T22:00:00Z	1948-07-30T22:00:00Z	BUSSUM			
28703	Burger, W.	Burger, W.				52	https://rkd.nl/explore/artists/14169	man	1913-10-05T23:00:00Z	1913-10-05T23:00:00Z	Amsterdam			
28704	Cneudt, E. de	Cneudt, E. de				9	https://rkd.nl/explore/artists/17352	man	1905-03-31T23:00:00Z	1905-03-31T23:00:00Z	GENT	1987-03-08T23:00:00Z	1987-03-08T23:00:00Z	Baarn
28706	Postma-Sinzheimer, U.D.	Postma-Sinzheimer, U.D.				3		vrouw	1922-02-21T23:00:00Z	1922-02-21T23:00:00Z	Frankfort am Main			
28707	Kuijpers, T.G.W.	Kuijpers, T.G.W.				52	https://rkd.nl/explore/artists/47032	man	1938-12-31T23:00:00Z	1938-12-31T23:00:00Z	HELMOND			
28709	Oldenhave, A.	Oldenhave, A.				19	https://rkd.nl/explore/artists/60416	man	1905-12-15T23:00:00Z	1905-12-15T23:00:00Z	HENGELO			
28711	Dicke, O.D.	Dicke, O.D.				10	https://rkd.nl/explore/artists/22536	man	1918-05-02T22:00:00Z	1918-05-02T22:00:00Z	DORDRECHT	1984-12-06T23:00:00Z	1984-12-06T23:00:00Z	DORDRECHT
28715	Hermans, J.M.H.G.	Hermans, J.M.H.G.				1	https://rkd.nl/explore/artists/37812	man	1930-09-21T23:00:00Z	1930-09-21T23:00:00Z	NUTH			
28716	Lorm-van Musschenbroek, E.W. de	Lorm-van Musschenbroek, E.W. de				1		vrouw	1913-11-27T23:00:00Z	1913-11-27T23:00:00Z	Den Haag	2008-02-27T23:00:00Z	2008-02-27T23:00:00Z	Leiden
28721	Hartog, Evert den	Hartog, Evert den	100.0	https://data.rkd.nl/artists/36286	36286	16	https://rkd.nl/explore/artists/36286	man	1949-10-07T23:00:00Z	1949-10-07T23:00:00Z	GROOT-AMMERS			
28725	Kort, A.W.	Kort, A.W.				2	https://rkd.nl/explore/artists/45954	man	1881-02-23	1881-02-23	Haarlem	1972-03-01T23:00:00Z	1972-03-01T23:00:00Z	GRONINGEN
28726	Blome, R.	Blome, R.				1		man						
28728	Fournier, J.	Fournier, J.				7		man	1700	1700	PARIJS	1765	1765	Den Haag
28731	Kleiner, S.	Kleiner, S.				1		man	1703-04-12	1703-04-12	Augsburg	1761-03-15	1761-03-15	Wien
28732	Jong, F.P. de	Jong, Fred de	100.0	https://data.rkd.nl/artists/42617	42617	25	https://rkd.nl/explore/artists/42617	man	1953-06-16T23:00:00Z	1953-06-16T23:00:00Z	Amsterdam			
28733	Croix, Pierre Frédéric de la	Croix, Pierre Frédéric de la	100.0	https://data.rkd.nl/artists/19193	19193	32	https://rkd.nl/explore/artists/19193	man	1709	1709	Frankrijk	1782-12-12	1782-12-12	Den Haag
28736	Claessen, E.A.P.	Claessen, E.A.P.				39		man	1901-12-24T23:00:00Z	1901-12-24T23:00:00Z	BREDA	1968-10-17T23:00:00Z	1968-10-17T23:00:00Z	Laren NH
28737	Spek, A. van der	Spek, A. van der (glas)	76.92	https://data.rkd.nl/artists/121084	121084	16	https://rkd.nl/explore/artists/74198	vrouw	1958-01-31T23:00:00Z	1958-01-31T23:00:00Z	Rotterdam			
28738	Vroom, M.	Vroom, M.				4		man	1956	1956	Leiden			
28739	Verbruggen, F.	Verbruggen, F.				2	https://rkd.nl/explore/artists/109850	man	1935-06-11T23:00:00Z	1935-06-11T23:00:00Z	Amsterdam			
28740	Botticelli, Sandro	Botticelli, Sandro	100.0	https://data.rkd.nl/artists/11286	11286	2		man	1444	1445	FLORENCE	1510	1510	FLORENCE
28743	Ronde, M.G. de	Ronde, M.G. de				563	https://rkd.nl/explore/artists/67937	vrouw	1941-08-09T22:00:00Z	1941-08-09T22:00:00Z	Rotterdam			
28745	Boom, H.	Boom-Hukkelhoven, Nelly van den	33.33	https://data.rkd.nl/artists/10527	10527	18	https://rkd.nl/explore/artists/10525	man	1945-11-24T23:00:00Z	1945-11-24T23:00:00Z	Rotterdam	1995-11-10T23:00:00Z	1995-11-10T23:00:00Z	Rotterdam
28748	Henderickx, J.J.L.	Henderickx, J.J.L.				50	https://rkd.nl/explore/artists/37382	man	1944-05-25T22:00:00Z	1944-05-25T22:00:00Z	SCHIEDAM			
28749	Nierop, K.P.J. van	Nierop, K.P.J. van				126		vrouw	1944-07-24T22:00:00Z	1944-07-24T22:00:00Z	Rotterdam			
28750	Giele, P.L.M.	Giele, P.L.M.				4		man	1954-09-23T23:00:00Z	1954-09-23T23:00:00Z	Hilversum	1999-06-15T22:00:00Z	1999-06-15T22:00:00Z	Amsterdam
28751	Horn, J.L. van der	Horn, J.L. van der				1	https://rkd.nl/explore/artists/39763	man	1951-02-26T23:00:00Z	1951-02-26T23:00:00Z				
28756	Kloes, P.C.	Kloes, P.C.				71	https://rkd.nl/explore/artists/44872	man	1895-10-28	1895-10-28	Haarlem	1974-07-02T23:00:00Z	1974-07-02T23:00:00Z	DIDAM
28758	Brugge, M.	Brugge, M.				1		vrouw	1957	1957	Den Haag			
28759	Benton, T.H.	Benton, T.H.				1	https://rkd.nl/explore/artists/6658	man	1889-04-15	1889-04-15	Neosho	1975-01-18T23:00:00Z	1975-01-18T23:00:00Z	Kansas City
