term,use_count,N
diamanten,2,1
serviezen,9,1
stijlkamers,19,1
ormolu,1,1
"Commercial Museum, Philadelphia",1,1
Galerie De Zonnewijzer,1,1
horloges,4,1
"Visserijmuseum, Vlaardingen",1,1
"Museum Boerhaave, Leiden",2,1
"Musée du Verre, Luik",2,1
timpanen,2,1
cultuursponsoring,4,1
adressen,1,1
behoud en beheer,49,1
persfotografie,2,1
"Slot Hillenraad, Asselt",1,1
Epcot Center,1,1
Maya-cultuur,4,1
"Trippenhuis, het",4,1
"Koninklijk Paleis, Antwerpen",1,1
tabaksdozen,3,1
Schweizerisches Landesmuseum,1,1
natuurhistorische musea,5,1
"Nederlands Scheepvaartmuseum, Amsterdam",7,1
collectie-administratie,5,1
"verzameling Tholen-de Ranitz, W.E.E.",1,1
geologische musea,1,1
natuurhistorische collecties,30,1
muziekarchieven,1,1
velours,1,1
textielveredeling,16,1
Bergens Billedgalerie,1,1
Adams National Historic Site,1,1
"Pieterskerk, Utrecht",1,1
Philips Ontspannings Centrum,1,1
kerkelijke kleding,8,1
"Gallery of English Costume, Manchester",6,1
Katholiek Vrouwengilde Maastricht,1,1
"Groot, Hugo de",2,1
"Deken, Aagje",1,1
"Leeuwenhoek, Antoni van",1,1
"Huygens, Christiaan",2,1
geschiedenis van Noord-Europa,1,1
vroege geschiedenis,1,1
"Heijermans, Herman",1,1
"Spinoza, Benedictus de",1,1
"Coornhert, Dirck Volckertszoon",1,1
geschiedenis van Zuid-Oost-Azië,1,1
"Puteanus, Erycius",1,1
"Beresteyn, geslacht Van",1,1
openbare bibliotheken,1,1
"Fagel, geslacht",1,1
"Dierkens, geslacht",1,1
"Witt, Johan de",1,1
"Reedershuys, Vlaardingen",1,1
"Boerhaave, Herman",1,1
"Merens, geslacht",1,1
"Donkersloot, Hendrik",1,1
pictogrammen,2,1
Schuhmuseum,1,1
stages,1,1
"Donkersloot, Nicolaas Bernhard",1,1
expositieruimtes,8,1
St. Lukasgilde Haarlem,1,1
museumbezoek,19,1
Dom van Utrecht,4,1
"St. Elisabeth-gesticht, Amsterdam",1,1
Nederlandse vereniging van zeeschilders,2,1
biennales,4,1
figuurstudies,14,1
groepsportretten,2,1
"Coligny, Louise de",1,1
tijdregistratie,2,1
"verzameling Ward, Daisy Linda",1,1
"verzameling Hoogstraten, Van",1,1
"Castello Svevo, Bari",1,1
houten beelden,106,1
museumvoorwerpen,21,1
miniatuurobjecten,6,1
violen,5,1
Emblemata,9,1
post-incunabelen,1,1
Galerija grada Zagreba,1,1
"Nordic Arts Centre, Helsinki",1,1
Musée de Grenoble,1,1
Nederlands Postmuseum,3,1
"Musée de l'Ain, Bourg-en-Bresse",1,1
"Museum of Modern Art, Dubrovik",1,1
"St. Lambertuskerk, Horst",1,1
verzameling Cum Suis,1,1
"Musée d'Art Moderne, Saint Etienne",1,1
"verzameling Rosenwald, Lessing J.",1,1
"verzameling Abrams, Harry N.",1,1
"Jewish Museum, New York",1,1
kunstboeken,2,1
kitsch,1,1
strips,4,1
psychedelische kunst,1,1
"Musée Joseph Déchelette, Roanne",1,1
tuinsculptuur,2,1
internationalisering,5,1
visuele poëzie,2,1
superrealisme,1,1
nationaliteitsrecht,1,1
verpakkingsmaterialen,28,1
"Galleria Nazionale d'Arte Moderna, Rome",1,1
"Whitworth Art Gallery, Manchester",1,1
"Museo Espanol de Arte Contemporáneo, Madrid",1,1
"Drents Museum, Assen",2,1
"Museum voor Hedendaagse Kunst, Antwerpen",1,1
Städtische Kunsthalle Düsseldorf,1,1
verzameling Koninklijk Zeeuwsch genootschap der wetenschap,1,1
provinciaal cultuurbeleid,4,1
"Prinsessegracht 22, Den Haag",1,1
"Schotse Huizen, Veere",1,1
Europees Keramisch Werkcentrum,1,1
Eerste Kamer der Staten-Generaal,1,1
verzameling Michaelis,1,1
"Open Haven Museum, Amsterdam",1,1
scheepsarchitectuur,2,1
kunstcentra,2,1
telewerken,1,1
Rijksdienst voor de Monumentenzorg,3,1
uv-wering,10,1
lichtreductie,6,1
kunsttijdschriften,3,1
Tachtigers,2,1
Kunstmuseum Wolfsburg,1,1
diaprojecties,3,1
Europese integratie,1,1
nijverheidstentoonstellingen,1,1
Plein 23,1,1
Maastrichts aardewerk,6,1
drukdecors (keramiek),4,1
Kasteel Sypesteyn,3,1
Rotterdamse Meesters,1,1
"organisatiesociologie, organisatiepsychologie",2,1
sociale netwerken,17,1
arbeidsduur,3,1
ziekteverzuim,3,1
deeltijdarbeid,1,1
veilingwezen,32,1
fotocollecties,16,1
Wim Izaks Stipendium,2,1
statistieken,6,1
Vice Versa,1,1
persreacties,1,1
"Eusebiuskerk, Arnhem",2,1
Business Art,1,1
publieksparticipatie,87,1
functiewaardering,1,1
museumbeleid,27,1
vrienden van musea,2,1
economie en cultuur,10,1
museumbibliotheken,2,1
bibliotheekbeheer,5,1
Provinciaal Museum G.M. Kam,1,1
"Bilderdijk, Willem",1,1
"Bilderdijk-Museum, Amsterdam",1,1
"Nationaal Rijtuigen Museum, Nienoord",2,1
"Museon, Den Haag",1,1
Theo Limpergprijs,1,1
internationale organisaties,1,1
"Krijtberg, de",1,1
rijksmusea,7,1
rijksverzamelingen,1,1
Kasteel Huis Doorn,6,1
"Beyerd, Breda",1,1
experimentele psychologie,1,1
"Heymans, Gerard",1,1
militair personeel,1,1
marktverkenning,1,1
produktontwikkeling,1,1
Biennale Sao Paulo,1,1
reizende tentoonstellingen,6,1
Raad voor het Cultuurbeheer,1,1
Diogenes van Sinope,1,1
tekeningenboeken,7,1
automaten,1,1
"Nieuwe Bouwen, het",11,1
"Onze-Lieve-Vrouwekapittel, Maastricht",1,1
Rosenkreuzer,1,1
Gouds plateel,2,1
Stichting Kerkelijk Kunstbezit in Nederland,1,1
"Museum het Princessehof, Leeuwarden",2,1
"Hannema-De Stuers Fundatie, Wijhe",3,1
kunst van Egypte,10,1
Parochiekerk Boxmeer,1,1
antropologische musea,2,1
illegale kunsthandel,26,1
"verzameling Beijer, J.P.",1,1
Vormgevingsinstituut,2,1
organisaties van kunst en cultuur,23,1
stenen beelden,17,1
ICOM,2,1
Golfoorlog,1,1
"verzameling Heek, G.J. van",1,1
bedrijfscollecties,11,1
Kasteel 't Nijenhuis,2,1
"verzameling Hannema, Dirk",1,1
Opleiding Restauratoren,59,1
verzameling Rijksuniversiteit Groningen,2,1
verzameling Universiteit Utrecht,2,1
"recreatie, toerisme",1,1
bronzen beelden,86,1
openluchttheaters,2,1
literatuur in relatie tot wetenschap en cultuur,6,1
importeurstekens,1,1
essayeurstekens,1,1
handelsessayeurstekens,1,1
internationaal cultuurbeleid,17,1
verzamelbeleid,26,1
Kunsthalle Bremen,1,1
hechtmiddelen,2,1
cultuurparticipatie,43,1
Antikenmuseum Basel,1,1
Historisches Museum Basel,1,1
Jüdisches Museum der Schweiz,1,1
Öffentliche Kunstsammlung Basel,1,1
lijnbaantentoonstellingen,3,1
Stichting Materiaalfonds voor Beeldende Kunst,1,1
volkenkundige musea,3,1
glasmerken,3,1
geometrische kunst,3,1
"Fonds voor beeldende kunsten, vormgeving en bouwkunst",1,1
collectie Nederland,33,1
collectiebeleid,113,1
onderwijsvisitatie,1,1
opleidingen kunstwetenschap,7,1
opleidingen cultuurwetenschap,1,1
PC Kunstprijs,1,1
"Nationaal Vakbonds Museum, Amsterdam",1,1
Universitaire collecties,9,1
kunsttransport,13,1
Erasmusprijs,1,1
kunstmusea,9,1
wet behoud cultuurbezit,9,1
CSCE-process,1,1
vrouwen in de kunst,19,1
Rotterdamse Kunststichting,2,1
Stichting Kunstzinnige Vorming Rotterdam,2,1
"Centrum Beeldende Kunst, Rotterdam",2,1
Antonius van Padua,3,1
collectiemobiliteit,21,1
wet op het specifiek cultuurbeleid,1,1
wet Raad voor het cultuurbeheer,1,1
museumwet,1,1
financiering van de cultuur,4,1
subsidiëring,27,1
gemeentelijk kunstbeleid,4,1
LOKV,1,1
loopbaanplanning,1,1
verzameling van Achterbergh,1,1
Leerdam Unica,1,1
bidprentjes,1,1
devotieprentjes,2,1
Nederlands Paviljoen Rietveld,2,1
rijksbergplaatsen,5,1
ondernemingsplan,1,1
Koenigscollectie,9,1
Voorzieningsfonds voor Kunstenaars,1,1
Bernardine de Neeve-prijs,2,1
reproduktierechten,2,1
schoonmaken,45,1
empirestijl,4,1
"encyclopedieën, algemene",1,1
"Nationaal Natuurhistorisch Museum, Leiden",5,1
"Historisch-Cultureel Staatsmuseum """" het Moskouse Kremlin""""",1,1
Vernissen,17,1
impossibilisme,1,1
computergrafiek,2,1
classificatie en het indexeren. Classificaties en thesauri,4,1
Tijdelijke Aankoopsubsidieregeling Moderne Beeldende Kunst,2,1
fondsenwet scheppende kunsten,1,1
Federatie van Kunstenaarsverenigingen,1,1
toneelcensuur,1,1
"Sandberg, W.J.H.B.",1,1
Dienst voor Esthetische Vormgeving PTT,1,1
"Leeuw, G. van der",1,1
communisme,1,1
museumdirecteuren,11,1
aankoop subsidieregeling kunstwerken,3,1
rijkscollectie,90,1
"Japicx, Gijsbert",1,1
rariteitenverzamelingen,4,1
Werkmanmonument,1,1
"Werkman, Hendrik Nicolaas",1,1
schuilkerken,4,1
kunstprojecten,5,1
"Korenhuis, Het",1,1
Verzameling Bal,1,1
poezen,1,1
collectieplan,14,1
uithangtekens,3,1
hout en houtproducten,20,1
Metz & Co,2,1
kunstbeleving,1,1
informatiewetenschap,6,1
sanering kunstbezit,26,1
academieportretten,1,1
verzameling Mulukom,1,1
Amsterdamse Limburgers,1,1
IJmuider Kring,1,1
Aboriginal kunst,2,1
kunstacademies,2,2
indemniteit,6,1
Fondation Custodia,1,1
geleerdenportretten,1,1
Stichting het Nationale Park de Hoge Veluwe,2,1
ergonomie,2,1
zelfmanagement,1,1
ruiterportretten,1,1
museumeducatie,11,1
Stichting Restauratie Atelier Limburg,8,1
"Rijksmuseum voor Volkenkunde, Leiden",1,1
"Haus Koekkoek, Kleve",2,1
hoogdruk,1,1
diepdruk,1,1
vlakdruk,4,1
doordruk,1,1
Kabinet der Koningin,1,1
Prins Bernhard Fonds,1,1
Kostuumvereniging,1,1
multiculturele samenleving,7,1
museumwinkels,2,1
archiefomslagen,2,1
archiefdozen,4,1
museumdozen,1,1
"Sint Cunibertuskerk, Wahlwiller",1,1
Praktijkbureau Beeldende Kunstopdrachten,1,1
verzameling Decelle,1,1
CAO,1,1
loopbaanbegeleiding,1,1
personeelsmanagement,7,1
teambuilding,2,1
conflicthantering,1,1
psychologisch onderzoek,4,1
presentatietechnieken,4,1
bedrijfsplan,1,1
bestuurlijke ethiek,1,1
ambtelijke integriteit,1,1
Hoogheemraadschap v.d. Alblasserwaard en de Vijfheerenlanden,1,1
Kunsthalle Emden,1,1
verzameling Nannen,1,1
opsporingsambtenaren,1,1
Legermuseum Delft,2,1
verzameling Weegels,1,1
projectteams,1,1
communicatienetten,2,1
boekomslagen,6,1
kinderboekillustraties,1,1
cultuurnota,19,1
documentatie-instellingen,2,1
Nederlands Instituut voor Vormgeving,1,1
Goede Vormen,1,1
biennale Venetie,5,1
temperaverf,7,1
bindmiddelen,314,1
"Haas, Robert de",1,1
politieke feesten,1,1
Retabels,15,1
Koninklijk Huisarchief,1,1
"National Gallery of Victoria, Melbourne",2,1
luminisme,3,1
Aleph,1,1
MonteVideo,1,1
Pierre Bayle prijs,1,1
Insectenplagen,19,1
seksuele intimidatie,2,1
secretaresse,1,1
Arbeidspsychologie,1,1
Museum Catharijneconvent,2,1
verzekeringswezen,2,1
Arbowet,2,1
kerntakendiscussie,1,1
feesten,4,1
deurkasten,4,1
"verzameling Hinloopen, Michiel",1,1
"Museum Het Kruithuis, Den Bosch",1,1
Centraal Bureau voor de Statistiek,1,1
"Simons, Menno",1,1
Haagse Kunstkring,1,1
pendules,1,1
cultuurhistorische collecties,4,1
afstoten van collecties,78,1
"Kat, Kunstaardewerkfabriek De",1,1
"verzameling Bonger, André",2,1
Loosdrechts Porselein,1,1
kinderprenten,1,1
geschiedenis van de scheepvaart,36,1
Monumentenraad,5,1
Manifesta,1,1
kalligrafie,6,1
National Museum of Art of Romania,1,1
National Brukenthal Museum,1,1
Larense School,2,1
"Oude Horn, de",1,1
geautomatiseerde ontsluiting,1,1
werken op papier,16,1
ontwerptekeningen,45,1
etnografische collecties,33,1
haardplaten,1,2
"Pijpenkabinet, Amsterdam",1,1
gemeentelijke cultuurnota's,1,1
Historisch Museum der stad Rotterdam,2,1
snellezen,1,1
geheugentraining,1,1
jodendom: overige,2,1
"ritueel, godsdienstige gebruiken van het jodendom",2,1
algemene bronnenverzamelingen: overige,38,1
"biografie, biografische woordenboeken: overige",1506,1
geschiedenis van buitenlandse betrekkingen,19,1
technieken en materialen (beeldhouwkunst),61,1
rooms-katholicisme in Nederland,1,1
klassieke mythologie,3,1
"onderwijs, beroepsuitoefening, organisaties (documentaire informatie)",1,1
"Jacobs, Henri",1,1
"Gogh, Vincent van",2,1
"Cézanne, Paul",1,1
"Bernard, Emile",1,1
"Redon, Odilon",1,1
bestandcatalogi,7,1
"Leickert, Charles",1,1
"Canisius, Petrus",1,1
Wilhelmina,1,1
oeuvrecatalogi,4,1
binnenhuiskunst : Amerika,8,1
publicaties onderzoeksinstituten,2,1
infrarood spectroscopie,27,1
Archeologisch textiel,123,1
lakken,13,1
Conservering van keramiek,99,1
Enquêtemethoden. Vraaggesprek. Interview. Vragenlijst,9,1
Sponsoring. Subsidies. Giften,4,1
Recht. Jurisprudentie,28,1
Taken van overheidsorganen,20,1
"cultureel beheer. Incl.: Verzamelingen, bibliotheken, musea.",128,1
Oorlog. Incl.: kunst t.t.v. oorlog,1,1
Onderwijs. Scholing,25,1
Algemene vraagstukken betreffende didactiek en methode,2,1
Hoger beroepsonderwijs. Incl.: Opleiding voor restauratoren,13,1
Etnologie. Etnografie,18,1
Conservering van etnografische objecten,37,1
Milieuwetenschap. Milieukunde,4,1
Mathematica. Wiskunde. Incl.: Mathematische statistiek,11,1
Fysica. Natuurwetenschappen,33,1
Algemene mechanica,1,1
Vloeistofmechanica in het algemeen,7,1
Mechanica van gassen,3,1
Trillingen. Akoestiek,27,1
Fotometrie. Voortplanting en energetica van straling,6,1
Absorptie. Emissie. Terugkaatsing (reflectie). Breking (refractie).,2,1
Kleurenleer. Kleuren en hun eigenschappen,75,1
Toepassingen van optica in het algemeen,4,1
Warmte. Thermodynamica,1,1
Elektriciteit. Magnetisme,3,1
Fysische opbouw van de materie,8,1
Chemie. Kristallografie. Mineralogie,17,1
Analytische scheikunde,15,1
Bemonsteren en bereiden van monsters,4,1
Analytische procedure,8,1
Methoden en apparatuur betreffende het meten,10,1
Chemische analysemethoden,91,1
"Spectraalanalysemethoden. Optische analysemethoden. Incl.: Microscopie, Röntgen",10,1
"Wetenschappelijke theorieën.  Hypothesen, stelsels",2,1
Techniek van het schrijven van een rapport,2,1
Documentatie. Boeken. Schrift. Auteurschap,2,1
Schriftsystemen en schrijfletters,13,1
Normalisatie en normen,28,1
Bibliografie. Catalogi,1,1
Fysisch-chemische analysemethoden (niet-optische methoden),2,1
Radiometrische analyse,2,1
Chromatografie. Elektroforese,4,1
Chromatografische analyse. Chromatografie,53,1
Elektroforese. Elektrochromatografie,7,1
Analyse van verschillende stoffen,9,1
Analyse van anorganische stoffen,5,1
Analyse van organische stoffen,14,1
Fysische chemie,14,1
Anorganische chemie. Incl.: Verbindingen,14,1
Organische chemie. Incl.: Soorten organische verbindingen,35,1
Kristallografie,12,1
Edelstenen. Edelsteenkunde,14,1
Klimatologie. Klimaatkunde,1,1
petrology. petrography,1,1
Petrologie. Petrografie,2,1
Minerale sedimenten. Economische geologie,7,1
Biologische wetenschappen in het algemeen,5,1
Conservering van natuurhistorische collecties,31,1
Cellulaire en subcellulaire biologie. Cytologie,8,1
lacquers,1,1
Technologie. Toegepaste wetenschappen. Geneeskunde,1,1
Medische wetenschappen,2,1
Volksgezondheid en hygiëne. Ongevallenpreventie,5,1
Ongelukken. Risicofactoren. Gevaren. Ongevallenpreventie. Persoonlijke bescherming,14,1
Toxicologie. Farmacologie,9,1
Brandgevaar. Branden. Brandbeveiliging,17,1
Pathologie. Klinische geneeskunde,1,1
Techniek in het algemeen,23,1
Materiaalonderzoek. Handelsgoederen. Krachtstations. Energie-eco,4,1
Materiaalonderzoek. Materiaalfouten. Materiaalbescherming,54,1
Structuuronderzoek van materialen. Metallografie. Analoge studie van de niet-metalen,1,1
Materiaalfouten en de beproevingen. Incl.: Onvolkomenheden. Corrosie,5,1
Fysische en chemische invloeden. Corrosie. Weerstand tegen corrosie,7,1
Bescherming van materialen,22,1
Handelsmaterialen. Goederen. Waren,8,1
Werktuigbouwkunde in het algemeen. Eelektrotechniek,2,1
Civiele en bouwkundige techniek in het algemeen,2,1
Volksgezondheidstechniek,2,1
Binnenklimaat. Klimaatregeling. Verwarming. Ventilatie,1,1
Techniek van de transportmiddelen,15,1
Landbouw en verwante wetenschappen en technieken,4,1
Plagen en organismen nadelig voor planten. Plantenbescherming,1,1
Bestrijdingsmiddelen tegen schimmels en insecten. Pesticiden.,55,1
Uitvoering van bestrijdingsmaatregelen tegen schimmels. Insecten,56,1
Meubilair en stoffering van het huis,6,1
Wassen. Wasbedrijf. Schoonmaken,27,1
Inweken. Wassen. Chemische reiniging,15,1
"Management en organisatie van industrie, handel en communicatie",33,1
Archieven. Registratuur. Documentbeheer,69,1
Restauratie van archieven en documenten,27,1
Grafische industrie. Drukkerij. Uitgeverij. Boekhandel,13,1
Drukkerij in het algemeen,13,1
Ontwerp. Vormgeving,2,1
Publiciteit. Voorlichting. Public relations,3,1
chemical technology. chemical and related industries,1,1
Chemische technologie. Chemische en aanverwante industrieën,187,1
Industriële droging. Droogmiddelen,3,1
Oplossing. Uitloging. Oplosmiddelen,1,1
Oxidatie. Oxigenatie,2,1
Polymerisatie,14,1
Chemische producten. Chemicaliën,23,1
Industriële microbiologie. Genotmiddelenindustrie,2,1
Productie en verduurzaming van vaste voedingsmiddelen,1,1
Oliën. Vetten. Wassen. Kleefmiddelen. Gommen. Harsen,32,1
Diverse organisch-chemische industrieën,1,1
Kleefstoffen. Lijmen. Gelatine. Eiwitten,60,1
Gommen. Harsen. Plantaardige gommen. Harshoudende producten van,14,1
Glasindustrie. Keramiek. Cement en beton,2,1
Glasindustrie. Glastechnologie,32,1
Keramiek in het algemeen. Keramische grondstoffen,47,1
Aardewerk. Steengoed. (poreuze keramische artikelen),50,1
Grofkeramiek. Harde kleiartikelen. Mengsels van keramiek en andere materialen,2,1
"Gips, kalk en cementindustrie. Pleisters en samenstellingen. Mortel. Beton",2,1
"Kleurstoffenindustrie. Fabricage en gebruik van kleurstoffen, inkten",21,1
Verfstoffenindustrie. Fabricage en gebruik van verfstoffen,76,1
Schrijfinkten,34,1
Drukinkten. Lithografische inkten. Schrijf- en tekenstiften. Kleurpotloden,7,1
Verflagen en verftechnieken. Verven. Vernissen. Lakken,346,1
Verfmaterialen. Incl.: Eigenschappen. Gebreken. Onderzoek,268,1
Bestanddelen van verf,4,1
Vloeibare bestanddelen en bindmiddelen (verf). Bindmiddel als verf zonder pigment,11,1
Pigmenten en verfstoffen in verf. Kleurstoffen,644,1
Verven: productie en gebruik,17,1
Verfmethoden. Verftechniek,17,1
"Kleuren, beitsen van verschillende materialen (anders dan door het bedrukken of beschilderen)",8,1
Conservering van metalen,289,1
Ferrometallurgie. IJzer en staal,10,1
Non-ferrometallurgie. Non-ferrometalen,3,1
Vergulden. Goud toegepast als deklaag,1,1
"Verschillende industrieën, handel en ambachten",1,1
Voorwerpen van goud en zilver en andere edelmetalen. Juwelen,3,1
Voorwerpen van edelmetalen en edelstenen,1,1
"Bewerken van kostbare stenen, edelstenen, parels",1,1
vraaggesprekken,4,1
Voorwerpen van ijzer en staal in het algemeen,4,1
Hout en houtverwerkende industrie,41,1
Conservering van hout,155,1
Houtsoorten,56,1
Impregnering en overige behandeling van hout. Kunstmatige droging,8,1
Lederindustrie,44,1
Conservering van leder,129,1
Looien en witlooiprocédé,30,1
"Ruwe huiden, vellen en pelzen naar herkomst",11,1
Leder en lederwaren in het algemeen. Speciale ledersoorten,6,1
"Leder naar produktiemethode, behandeling of speciale afwerking",16,1
"Pulp-, papier en kartonindustrie",55,1
Verval van papier (natuurlijk en kunstmatig),170,1
Conservering van papier,490,1
Algemeenheden betreffende de papierfabricage. Eigenschappen en beproeving,3,1
Papierfabricage. Incl.: Watermerken,72,1
Producten naar totale bestendigheid en duurzaamheid (papier),28,1
Pulp,4,1
Papier en karton,8,1
Gecacheerd papier. Gecoat papier. Geïmpregeneerd papier. Sierpapier. Gemarmerd papier,1,1
Papierwaren. Kartonnage. Voorwerpen gemaakt van papier of karton,35,1
Etiketten. Labels,5,1
"Inbinden. Reparatie, onderhoud van boeken, Incl. Conserveren",46,1
"Algemeenheden betreffende de textielindustrie. Eigenschappen, gebreken en beproeving",4,1
"Textielveredelingsmethoden (verven, drukken, appretteren)",95,1
Textielverven,311,1
Grondstoffen voor de textielindustrie,1,1
Textielhulpstoffen,10,1
Textielmachinerie en uitrusting,12,1
Producten van de textielindustrie,3,1
Textielvezels,131,1
Bastvezels. Harde vezels,5,1
Plantenharen,7,1
Minerale en metaaldraden. Vlechterij. Rubberdraden. Papiergarens,2,1
Macromoleculaire stoffen (Industrieën gebaseerd op Macromoleculaire stoffen),2,1
Macromoleculaire stoffen. Eigenschappen. Gebreken. Hoedanigheid. Analyse. Beproeving,19,1
Bereidingswijzen (macromoleculaire stoffen),4,1
Producten uit macromoleculaire stoffen,3,1
Natuurrubber,9,1
Synthetische polycondensatieprodukten. Polycondensaten. Synthetische harsen,1,1
Synthetische polymerisatieprodukten. Polymerisaten. Synthetische rubbers,7,1
Overige macromoleculaire stoffen,4,1
Fijnmechanica en precisie-instrumenten,4,1
Uurwerkmakerskunst. Horloges- en klokkenmakerij,16,1
Apparatuur voor het verwerken van data,6,1
Digitale systemen. Digitaliseren (van collecties),88,1
Optische instrumenten en apparatuur,11,1
Technische akoestiek. Muziekinstrumenten,7,1
Slotenmakerij. Hang- en sluitwerk voor deuren,2,1
Meubel- en aanverwante industrieën. Meubelmakerij. Stoffeerderij,28,1
Uitstalkasten. Vitrines,22,1
Voetbekleding. Schoeisel. Schoenen,3,1
Boekbinden. Metalliseren. Spiegelfabricage. Kantoorbehoeften,4,1
Boekbinden,66,1
Traditioneel boekbinden. Manueel boekbinden,20,1
Conservering van boekbanden,55,1
Metalliseren. Metallisch verlakken,1,1
Inlijsten. Fabricage van schilderijlijsten,8,1
Toebehoren voor kunstenaars. Teken- en schildermateriaal,4,1
Onderhoud van bouwwerken,15,1
Vernieling. Beschadiging. Reparatie van gebouwen,15,1
Versteviging van bouwwerken. Wijziging. Versterking,15,1
Bouwmaterialen. Bouwelementen,30,1
Bouwmaterialen van organische oorsprong,45,1
Natuursteen. Overige minerale stoffen,61,1
Kunststeen. Beton,3,1
Aarde. Kleiwaren. Aardewerk. Keramische bouwmaterialen,7,1
Gedroogde aarde. Opgedroogde modder. Klei met stro,7,1
"Smit, Robert",1,1
Bindmiddelen. Stoffen voor de bedding,1,1
Glas. Vensterglas. Spiegelglas. Email,1,1
Metaalhoudende bouwstoffen,12,1
Hout. Timmerhout. Houten producten,19,1
Constructiedelen en constructie-elementen van bouwwerken,20,1
Funderingen van gebouwen,13,1
Daken en dakbedekkingen. Toebehoren van daken,6,1
Vloeren. Zolderingen. Plafonds. Balklagen,2,1
metselwerk en verwante bouwbedrijfstakken,10,1
Houtbouw. Timmermanswerk. Schrijnwerk,9,1
"Uitrusting, gas- en waterleidingen, installaties in gebouwen",3,1
"Klimaatbeheersing. Verwarming, ventilatie, luchtbehandeling van gebouwen",1,1
Ambachten betreffende de afwerking (bouw),9,1
Verf- en schildersambachten. Afwerking in kleur,554,1
Beschermende maatregelen aan gebouwen,14,1
Beschermende maatregelen tegen brand. Brandwerende constructies,14,1
Vocht. Regendoorslag. Droging,76,1
Kunsten,15,1
Onderzoek van kunstvoorwerpen,168,1
Theorie en filosofie van kunst,68,1
Ethiek van de conservering,237,1
Techniek. Vakmanschap (kunst),33,1
Werkwijzen. Handelingen. Uitvoering (kunst),1,1
Materialen (kunst). Keuze van materialen,54,1
Conservering. Behoud en bescherming,882,1
Schade. Vernieling. Beschadiging aan kunst in het algemeen,12,1
Reparatie. Restauratie. Renovatie. Vernieuwing. Reiniging,86,1
Verlies of onbevoegde verwijdering. Incl.: Verlies tijdens transport,7,1
"Reproductie. Kopieën.  Maken van getrouwe kopie, replica's, afgietsels",15,1
"Periodes in de kunstgeschiedenis. Scholen, stijlen, invloeden",2,1
Oudheid. Kunststijlen van de Oudheid,33,1
"Middeleeuwen. (christelijke, islamitische kunst)",13,1
Renaissance. Barok. Rococo. Koloniale stijlen,8,1
"Moderne kunststromingen (vanaf de late 19e eeuw). Realisme, impressionisme",27,1
Overgang tussen expressionisme en abstracte kunst,4,1
Abstracte kunst. Non-figuratieve kunst,8,1
Iconografie. Iconologie. Thema's en genres in de kunst,10,1
Decoratie. Ornamenten,7,1
Verschillende vraagstukken betreffende de kunst,2,1
Vervalsing. Het vervalsen. Imitaties. Plagiaat,99,1
Beroepen en activiteiten geassocieerd met de kunsten,49,1
Verzamelen en verzamelaars,66,1
Aanmoediging. Sponsorschap. Stimulering,4,1
"Ruimtelijke ordening. Landschappen, parken, tuinen",1,1
Bouwkunst. Architectuur,28,1
Leer en filosofie van de architectuur,5,1
"Techniek architectuur. Incl.: Werkmethoden. Tekeningen, modellen",14,1
"Conservering van monumenten. Monumentenzorg. Behoud, bescherming",426,1
"Perioden en fasen van de architectuur. Scholen, stijlen, invloed",27,1
Architectonische details en afwerkingen. Decoratie en ornamenten,32,1
"Openbare, civiele, industriële gebouwen. Seculaire architectuur",10,1
"Religieuze, kerkelijke architectuur",19,1
Burgerlijke architectuur,18,1
Meubelen. Meubelontwerp en -constructie,59,1
Eindafwerking van het oppervlakvan meubels. Nabewerking.,39,1
Beklede meubelen,15,1
Techniek van de beeldende kunsten. Vakmanschap,41,1
Materialen (beeldende kunsten),13,1
Hout. Houtsnijkunst,1,1
Steen (beeldhouwkunst). Incl.: marmer,24,1
Beeldende kunst: metaal. Incl.: brons,29,1
Natuurlijke materialen (kunst). Incl.: Klei. Pleister,4,1
Dierlijke materialen (kunst). Incl.: Ivoor. Been,16,1
Was. Beelden van was,15,1
Andere materialen. Beeldhouwwerken van meerdere materialen,4,1
Onderwerpen voor beeldende of plastische weergave. Iconografie.,1,1
Beeldhouwkunst in het algemeen. Beeldhouwkunstwerken,19,1
Conservering van beeldhouwkunst,155,1
Beschadiging. Schade. Vernieling aan beeldhouwwerken,3,1
Steen- en metaalsnijkunst. Sigillografie,5,1
Conservering van steen- en metaalsnijkunst. Sigillografie,22,1
Numismatiek. Munten. Medailles,11,1
"Conservering van numismatiek -munten,  -medailles",3,1
Keramiek. Pottenbakkerij,31,1
Geglazuurd aardewerk,40,1
glazuur. cloisonné. geglazuurde versieringen,21,1
Verschillende keramische voorwerpen,8,1
metal arts,1,1
Metaalkunsten,32,1
Conservering van metaalkunsten,2,1
Goud- en zilversmeedkunst,67,1
Juwelierswerk (metaalbewerkingsaspecten),18,1
Uurwerken (metaalkunst),4,1
metaalkunst. Beslag. Hang- en sluitwerk,6,1
"Metaalkunst (brons, koper, tin etc.)",20,1
Wapenrusting (metaalkunst). Wapensmederij,10,1
Tekenen in het algemeen,2,1
Conservering van tekeningen,11,1
Industriële en huiselijke kunst en kunstnijverheid. Toegepaste kunst,1,1
Houtkunst. Incl.: schrijnwerk. Marqueterie,22,1
Textielkunst. Decoratieve stoffen. Gedrukte en geverfde stoffen.,94,1
Conservering van textielkunst,198,1
Tapisserie. Wandtapijten. Gobelins,54,1
